period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
01-07-2014,31-07-2014,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,212404,-0.002517238,0.048907602,217854,0.02138728,0.112475861,133,-0.016887912,0.044188185,137,0.011479961,0.072565821,42562,-0.040370761,-0.037497726,47787,-0.09614372,-0.059371535,54974,0.001020328,0.068761648,147831,0.053834426,0.081850305,3.473252803,0.310483719,0.383163809,39,0,-4,0.98057387,-0.000573121,-0.004995681,0.214362904,-0.007366014,-0.054731244,0.097723538,-0.001730763,0.035458584,0.212184239,-0.016464111,0.021767401,,,16-12-2024 14:09
01-12-2023,31-12-2023,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,346343.619,-0.009239861,0.0663425,362608.4766,0.008109966,0.070531614,305.1400704,-0.012590988,0.073381401,330.4899122,0.033417992,0.092068682,43224.02502,-0.012577466,-0.01522345,52681.87713,0.016661904,-0.011840645,61221.26491,-0.044199511,0.122917128,144609.0823,0.033609094,0.125595012,3.401561321,-0.024069838,0.501519165,36.77749559,1,-1,0.987978828,-0.00182217,0.002382853,0.277719567,-0.010657844,0.032103135,0.133436274,-0.003203801,0.002981854,0.412898475,-0.007940587,0.008540726,,,16-12-2024 00:00
01-12-2013,31-12-2013,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,211881.8337,0.008448466,0.094390373,222181.3211,5.41E-05,0.096415236,115.4883557,0.002940761,0.088548103,119.9929677,0.001803282,0.097327954,423861.8345,0.001396961,0.024107799,516590.1416,0.011801615,0.033854368,547017.1932,-0.027819316,0.042520781,1829664.337,-0.000721383,0.020127574,4.540106358,0.040434379,0.053177608,61.46729324,0,-8,0.976481663,0.000251089,0.001402014,0.215521492,-0.001827564,-0.01851667,0.114783503,0.041962787,0.049419035,0.161068413,-0.018850835,-0.014414958,,,16-12-2024 00:00
01-09-2013,30-09-2013,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,209608.915,0.001202887,0.121981951,219619.8699,0.006400959,0.115497516,114.4730328,0.001210806,0.11486892,118.9329527,0.002316502,0.109802345,445764.5425,-0.01983318,0.082019263,524015.3255,-0.006917962,0.087806309,560073.5875,-0.012313725,0.147746568,1872050.033,0.004564017,-0.004141809,4.256122863,0.174349955,-0.383123545,61.59568194,0,-14,0.975672614,-0.000413025,0.006004279,0.223285198,-0.003295691,0.013873897,0.060047935,0.004311898,0.009558529,0.176563123,0.000865309,0.020974095,,,16-12-2024 00:00
01-02-2021,28-02-2021,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,363863.2204,0.009383691,0.16674744,370524.6455,0.013176631,0.135762479,182.7542465,0.007385987,0.161415785,187.4030629,0.014838715,0.151537662,435842.075,-0.145330552,0.024863267,494106.6552,-0.063929304,-0.075180534,439690.7389,-0.071024712,-0.145064704,629659.0361,-0.066099252,-0.436012216,1.46786844,0.176239135,-1.268147962,20.2720115,-1,-24,1.005364219,0.001331963,0.019309779,0.443248579,0.002392984,0.19015569,0.092654584,-0.007054621,-0.046099091,0.549191866,-0.017745482,0.16793577,,,16-12-2024 00:00
01-06-2023,30-06-2023,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,338952.8336,0.015831299,0.007122703,355906.4718,0.001050811,0.025787319,301.8303479,0.012894574,-0.009418414,313.4570896,-0.007487913,0.006886929,45784.97969,0.000419257,-0.186684871,53008.13279,0.025191127,-0.123083461,55839.24386,0.023582197,-0.2176482,114588.563,-0.01110059,-0.065686862,2.530892484,-0.090649381,0.256984049,38.81809246,0,8,0.990829783,0.002112129,-0.016552695,0.282479319,0.008440747,-0.11390425,0.121414444,0.001722306,0.000900082,0.429320694,0.005153161,-0.054350409,,,16-12-2024 00:00
01-03-2021,31-03-2021,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,353151.8228,0.014795237,0.164522375,360260.2088,0.007954956,0.15889238,192.053824,0.012442736,0.179192054,195.9555973,-1.00E-05,0.186338896,574506.8687,0.003142685,0.103067661,643794.826,0.005944202,0.189070687,609601.8024,0.061591735,0.031660215,800677.1944,-0.060044623,-0.429869157,1.38211493,-0.034583042,-1.491504583,23.93867009,-1,-16,1.006201759,0.003217896,0.020275886,0.425147895,0.009187111,0.168529397,0.091265437,-0.001628862,-0.038536828,0.545786847,0.012203734,0.142806592,,,16-12-2024 00:00
01-11-2023,30-11-2023,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,415405.0609,0.000351391,0.034335608,428065.6845,0.005888572,0.036418814,229.2053783,-0.000682695,0.040717965,236.1740866,0.001936434,0.044831585,411814.0073,0.000804539,-0.041002222,468134.057,0.012381982,-0.008142525,551571.7901,0.059630748,0.072117283,1095651.981,0.063525413,-0.049508405,2.755152425,0.1403748,-0.00250913,35.60680902,1,-1,0.994566968,-0.001521593,0.004860864,0.320888438,-0.012925175,0.026919005,0.166499278,0.009000372,-0.009759207,0.419416388,-0.022664544,0.026734394,,,16-12-2024 00:00
01-05-2013,31-05-2013,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,191003,0.068063409,0.184206507,211954,0.013798037,0.199438063,90,0.068472954,0.148374636,96,0.006792063,0.173558349,10320,0.114715754,0.116993925,12811,0.067004313,0.092859566,16327,0.010011934,0.083076037,53172,0.038873265,-0.120005878,5.152295157,-0.376141061,-1.387614876,58,-8,-12,0.965729844,0.008904211,0.015159277,0.278263282,0.021586178,0.052032946,0.048702274,0.001017845,-0.008170363,0.221071586,-0.015285326,0.033343795,,,16-12-2024 14:09
01-03-2012,31-03-2012,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,156377,0.040395845,-0.002101551,179118,0.052853037,0.034040651,103,0.03298196,-0.008566088,116,0.036310833,0.015308101,31932,0.269997638,0.039578103,42743,0.24186348,0.070514104,50903,0.204967692,-0.093374665,157419,0.01046693,-0.233821407,4.929770736,-1.266173937,-1.759115847,84,-6,-17,0.96556882,0.002355786,0.00657928,0.18458567,0.012773026,0.022413215,0.065152858,0.002057777,-0.021564466,0.15008804,0.017079044,0.045971806,,,16-12-2024 14:09
01-01-2019,31-01-2019,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,247994.0252,0.004814848,0.012117087,272401.4472,0.044109958,0.060215522,215.42814,0.0104565,0.032103447,236.1985602,0.031477117,0.06753913,52437.10225,-0.022069308,-0.10865597,62819.34915,-0.004625164,-0.057133895,70519.40109,0.042490112,0.036320424,177894.0678,0.015915788,0.160214622,3.461037719,0.052824005,0.860975705,41.89950132,2,6,0.979894285,-0.001357354,-0.004451645,0.189757946,-0.004168385,-0.040795225,0.128084248,0.010446335,0.03075837,0.342466427,-0.006833529,-0.03801497,,,16-12-2024 00:00
01-05-2012,31-05-2012,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,167052.1258,0.004390586,,167420.2088,0.001421001,,108.7069329,0.004875369,,108.9964131,-0.003092478,,31372.48664,-0.013798332,,37471.202,0.000826159,,38442.71732,-0.053131298,,153736.3591,-0.040305808,,4.971475353,-0.045006077,,76.73584377,0,,0.968576212,0.002406103,,0.187951895,0.007069522,,0.064344051,-0.004366807,,0.127671995,-0.001496779,,,,16-12-2024 00:00
01-12-2013,31-12-2013,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,186769.1418,0.016733186,0.125726943,194571.5389,0.018964619,0.154155989,159.8506234,0.011302557,0.135664715,167.1136743,0.021180189,0.165615861,50347.52494,0.007257871,-0.020575736,60612.02191,0.012729231,0.001794315,67063.7599,0.01588201,0.023559572,207051.4541,0.006023789,-0.005361936,4.269275245,-0.053921437,0.060913479,57.92940068,0,-10,0.973121514,-0.002199743,0.001789273,0.199064864,-0.004025263,-0.025348417,0.126670844,0.058682539,0.036089385,0.190296049,-0.008314451,-0.028181303,,,16-12-2024 00:00
01-04-2019,30-04-2019,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,261107.5756,0.019093212,0.023327126,270402.8331,0.001729875,0.02870407,159.7717317,0.013571707,0.010921016,164.5709874,-0.000810344,0.020522669,48457.90808,0.010283165,-0.012804714,57028.75128,0.017300293,0.020382568,60031.20665,0.00993087,0.048724005,127333.0304,0.019895032,0.176620725,2.68712558,-0.083791945,0.438740935,38.65131858,-1,8,0.983701603,-0.001702854,-0.005136088,0.240295005,0.002652001,-0.036115262,0.144931187,0.003105029,0.024798204,0.387113878,0.014182315,-0.012443936,,,16-12-2024 00:00
01-03-2012,31-03-2012,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,144561.7716,0.011445188,,160083.8927,0.008179692,,124.7717179,0.029148522,,138.0802634,0.010325227,,46275.29558,-0.01609558,,55846.12249,0.008340879,,60037.94982,-0.044843931,,261983.948,-0.02144077,,5.943640129,0.101622645,,92.66760397,2,,0.95689358,-2.94E-05,,0.166991829,-0.004965902,,0.068647728,0.003577063,,0.129724417,0.006386562,,,,16-12-2024 00:00
01-07-2024,31-07-2024,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,427660.1919,0.006131706,0.041015186,437157.8115,0.003457301,0.039781013,236.7342521,0.006247555,0.044077277,241.414326,-0.000139885,0.040049256,417926.9812,0.012227897,-0.00723426,473824.6321,-0.012162846,-0.029821968,506687.4755,0.010278102,0.049232014,1170132.869,-0.012265123,0.30738149,2.872623112,-0.061026575,0.632348883,40.86335258,1,4,0.99050884,1.89E-05,-0.005139495,0.288755644,-0.003778351,-0.042274084,0.175100393,-0.003194707,0.036872999,0.374437607,-0.004660081,-0.069100349,,,16-12-2024 00:00
01-05-2022,31-05-2022,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,415023.3612,0.002486669,0.137833144,413315.2191,0.000107273,0.11925838,231.8693812,0.002798143,0.159716512,228.7172746,-0.000408101,0.13874287,522325.6587,-0.023347624,-0.102082455,576735.1802,0.000866711,-0.118850189,620636.9208,-0.009108413,0.013934246,894663.2464,0.06991462,0.172369511,1.777990179,0.196047915,0.400682042,23.83875678,2,1,1.022401772,-0.002932806,0.008162211,0.498893466,-0.024427162,0.03890433,0.115805208,0.015378871,0.036330382,0.531990754,-0.016713679,-0.011623555,,,16-12-2024 00:00
01-10-2013,31-10-2013,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,212520.1069,0.012659101,0.127410539,221238.9544,0.006135259,0.112154825,116.0048308,0.007656445,0.122769757,119.176681,-0.003855953,0.101661082,431838.8151,-0.010475566,0.059476526,506413.8255,-0.012091844,0.062015689,562652.6786,-0.002586105,0.100856699,1825996.736,0.004205518,0.014719356,4.322232839,0.09845886,-0.259023916,61.26124273,-1,-12,0.976567054,1.06E-05,0.004282829,0.22161221,-0.001202553,0.003737487,0.062652617,0.002379597,0.018022194,0.179380614,0.003053907,0.01715124,,,16-12-2024 00:00
01-10-2021,31-10-2021,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,400784.7422,0.00855637,0.141323656,408173.4772,0.013276966,0.145368131,203.9789316,0.011896095,0.187723738,208.0593824,0.01127028,0.163180769,475971.3487,0.012835681,-0.061319328,531098.1689,0.022500049,-0.064156703,499926.7375,0.014664668,-0.050295549,598053.2634,-0.005911975,-0.158866042,1.281666178,-0.037905143,-0.125299405,20.45828592,0,-8,1.01297629,-0.001039314,0.013101171,0.507076159,-0.001109858,0.118617972,0.088090706,-0.009400783,-0.001229971,0.572561677,0.009468271,0.030984389,,,16-12-2024 00:00
01-03-2013,31-03-2013,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,198057.7004,0.014130626,0.132873975,208335.5685,0.009884774,0.09980549,107.0802162,0.0108892,0.107409926,113.2641324,0.011374823,0.08159465,437583.772,0.012709775,0.120535312,507037.922,-0.014409702,0.064100617,552546.235,-0.019773316,0.01956449,1857236.164,-0.006012879,-0.16137533,4.338747525,-0.164703456,-1.400876483,63.77683918,-1,-22,0.973956591,-0.000534746,0.01174156,0.229061167,-0.010977083,0.041658858,0.055884761,-0.001828055,-0.010218791,0.17924094,-0.002657315,0.057054105,,,16-12-2024 00:00
01-10-2020,31-10-2020,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,336993.6214,0.009088177,0.139728106,342837.7966,0.016151222,0.114382849,177.5452727,0.011751821,0.114048035,187.6093487,0.02359496,0.141800499,640733.063,0.030054783,0.250740288,719312.1034,-0.00347032,0.186155607,676299.5193,0.019028802,0.125057068,984643.9591,-0.006730161,-0.333768902,1.553989332,-0.075439004,-1.32143802,29.06749084,-3,-15,0.997820035,0.002649052,0.013724482,0.369344924,0.023476377,0.137083172,0.092156228,0.000119971,-0.050718476,0.531132586,0.020255729,0.180388754,,,16-12-2024 00:00
01-07-2016,31-07-2016,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,248614.3117,0.006275727,0.067238211,264036.8266,0.006227209,0.070644597,133.8625267,0.005804359,0.058121343,140.6827013,0.005943647,0.070096023,508153.149,-0.009498736,0.014461999,615472.1541,-0.041050992,0.003586119,600695.7848,-0.033796805,-0.040276729,1742692.193,-0.008385312,-0.087859602,3.370548211,0.021053881,-0.34912228,51.39273332,0,-5,0.978951655,0.000717083,0.003079884,0.228112639,0.003558664,0.019492885,0.121474131,-0.001808814,0.00093625,0.284112615,0.014972397,0.044524452,,,16-12-2024 00:00
01-10-2016,31-10-2016,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,225753.9829,-0.007955882,0.105207031,238375.2625,-0.012715575,0.069322506,194.0526563,-0.030734571,0.095413838,201.9053045,-0.007447735,0.051581462,58108.27279,-0.012928397,0.051289282,66087.64645,-0.03621981,-0.031894301,65299.52429,-0.056065494,-0.048989106,171840.4171,-0.032427408,-0.097115844,2.947395638,-0.024088885,-0.369046837,46.43594601,1,-4,0.97779772,-0.000158137,0.00276606,0.197527137,-0.000577574,0.012243807,0.093221146,-0.000460141,-0.008880248,0.320632181,0.009981861,0.065653218,,,16-12-2024 00:00
01-03-2014,31-03-2014,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,201925.9646,-0.004086228,0.095356337,202616.1187,-0.003891546,0.086593768,128.564786,-0.005711169,0.09091172,129.0643391,-0.008257047,0.073910634,35676.11245,-0.004583602,-0.00468103,42755.20821,-0.000613354,-0.014320037,48405.72588,0.066982797,0.07588785,135224.4252,0.010987512,0.01900073,3.943842367,-0.026642078,0.205699452,52.62696915,1,-1,0.977971834,-0.002988035,-0.001194418,0.213809436,-0.012215245,-0.02981234,0.082807135,0.007031579,0.021155125,0.207963205,0.012206013,0.024336231,,,16-12-2024 00:00
01-11-2019,30-11-2019,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,261219.4217,0.01341983,0.044983265,277647.2749,0.006650593,0.029532948,223.9649448,0.005862862,0.039291865,240.7632341,0.010733719,0.021479084,55066.72207,0.008061014,-0.003738167,65858.00126,0.021581884,0.062249615,66172.3006,-0.03599027,-0.061042269,170771.0476,-0.018813293,-0.015644782,3.177886441,0.012527869,-0.053838059,42.57805663,-1,2,0.980687173,0.00104418,0.000295392,0.189977869,0.005675959,0.000787022,0.110986281,-0.009920398,-0.013079227,0.334414951,-0.004502912,-0.006608602,,,16-12-2024 00:00
01-03-2014,31-03-2014,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,213983.139,-0.003620125,0.080408076,226652.0438,0.003600994,0.087918138,116.1810131,-0.007546615,0.084990461,121.6446723,0.005056032,0.073991119,420092.8173,-0.012131082,-0.039971671,486506.2701,-0.006737906,-0.040493326,565674.5801,0.013495018,0.023759722,1913975.411,0.006515421,0.030550367,4.714719594,-0.000591329,0.375972069,63.93512942,-1,0,0.972477132,-0.001599851,-0.00147946,0.20279254,-0.008330666,-0.026268627,0.076135181,-0.001970555,0.02025042,0.193204016,0.012144772,0.013963076,,,16-12-2024 00:00
01-07-2012,31-07-2012,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,174450,0.038093134,0.052997579,178764,-0.004391023,0.051223916,83,0.023580832,0.068788689,84,0.012789838,0.050617923,8403,-0.064451256,0.053338713,10653,-0.030724046,0.069162174,13640,-0.016244035,-0.057544208,60238,-0.002709293,-0.166315923,7.167923139,0.443763935,-1.888566178,64,-2,-14,0.954253277,0.004096021,0.008442716,0.246795998,0.012782206,0.041329273,0.057840153,-0.001187019,-0.012171397,0.167519341,0.001638979,0.029946618,,,16-12-2024 14:09
01-10-2018,31-10-2018,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,289358.6309,0.005008524,0.04161953,306884.8294,0.002285558,0.051125688,147.7770832,0.009061886,0.04921236,153.0152401,-0.000124984,0.048316323,393758.6776,-0.011350731,-0.032716216,455287.5112,-0.012757089,-0.061574089,489000.7346,0.006555264,0.024387428,1249280.242,0.007778323,0.043569152,3.203864903,0.085104449,0.206050849,45.44960443,2,-1,0.983142212,-0.000138232,-0.000486223,0.23579362,-0.003002557,-0.010085648,0.158801726,0.007231056,0.035609564,0.328214493,-0.007553833,-0.004069285,,,16-12-2024 00:00
01-10-2023,31-10-2023,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,415259.1425,0.004397028,0.030693179,425559.7454,0.007537646,0.030985881,229.3619625,-0.003284987,0.033038957,235.7176349,0.005589414,0.048553342,411482.9531,-0.023051943,-0.104641989,462408.523,-0.002086024,-0.048809629,520532.0734,0.005639455,0.003582199,1030207.617,0.062516455,-0.090121288,2.614777625,0.195616705,0.102508845,34.61394422,-1,-1,0.996088561,-0.00050937,0.004242671,0.333813613,-0.001957343,0.027440274,0.157498907,0.007877428,-0.026214972,0.442080932,-0.0041826,0.032856131,,,16-12-2024 00:00
01-08-2021,31-08-2021,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,377854.453,0.001789912,0.158471918,382035.2686,0.012394838,0.138525682,206.6425088,0.005735034,0.210702267,209.2453945,0.014417515,0.145052443,580250.5401,0.004848,-0.028741184,655780.9731,0.02469416,-0.088500791,643970.677,-0.022838815,-0.01317645,813735.0091,0.017829673,-0.203760427,1.487020628,0.026829868,-0.263265998,18.61866927,0,-18,1.014852022,-0.003301232,0.023863794,0.494196744,0.004572449,0.185634865,0.096591954,0.002712755,-0.007540783,0.563080376,0.003226282,0.080868665,,,16-12-2024 00:00
01-02-2023,28-02-2023,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,358423.7571,0.004769359,0.020023174,364564.9306,0.001970866,0.029230747,221.2759238,-0.002825669,0.009397707,223.9251182,-0.00443631,0.012922559,43648.43361,0.030268886,-0.201375671,50538.97724,0.020638631,-0.147488355,47416.64865,-0.037700795,-0.198855106,94892.93041,-0.056613627,0.333513583,2.307156222,-0.08035623,0.98538207,37.59859877,2,19,0.991382035,0.001196734,-0.027193308,0.285081968,0.011216746,-0.261625072,0.163122886,-0.007641593,0.090710616,0.433348106,0.009403487,-0.203083808,,,16-12-2024 00:00
01-01-2024,31-01-2024,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,438181.6513,0.006915738,0.043499001,449871.5548,0.010368596,0.046507425,226.1181481,0.00705526,0.053907891,230.1647888,0.004265804,0.046266134,318973.8454,0.016779679,-0.008826848,367575.0128,-0.002521326,-0.056497395,401581.7919,-0.016199669,0.053133522,857474.4229,0.012272606,-0.013426055,2.658918026,0.006322027,-0.05324021,38.19013487,1,-3,0.993086722,-0.000437802,0.005486866,0.30929267,-0.005559615,0.037393447,0.171645277,0.001896476,-0.020158877,0.393092139,-0.006398016,0.018320945,,,16-12-2024 00:00
01-09-2018,30-09-2018,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,280560.6674,-0.00229702,0.039083683,297311.1741,0.006114175,0.051172194,152.445187,0.001343207,0.041727863,160.0020357,0.00953751,0.059435869,499611.0141,-0.009703718,-0.019079449,578533.3893,0.003343725,-0.006068478,614769.1503,0.002652406,0.043158071,1526159.444,0.016424498,0.024842616,3.060262286,0.103563618,0.112218796,41.66622197,0,-3,0.983616415,0.000547947,-8.48E-05,0.237142889,-0.004793978,-0.009533255,0.148729559,0.004251461,0.031269923,0.343735884,-0.003483834,0.013041858,,,16-12-2024 00:00
01-12-2021,31-12-2021,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,394411.265,0.009569929,0.154585243,401180.848,0.012699363,0.113533296,215.9440082,0.010377653,0.17406566,220.1864777,0.020751945,0.136037177,611611.8589,-0.040412775,-0.069840166,668417.7978,-0.054970791,-0.065578469,657033.9253,0.002950911,-0.055577073,815902.2659,-0.001564072,-0.185138689,1.261249066,-0.023675193,-0.225955274,19.13968092,-2,-6,1.011926686,0.000676446,0.011516281,0.511463654,0.01859169,0.111817095,0.098659025,0.0137548,-0.009931045,0.623888922,0.020144438,0.044502291,,,16-12-2024 00:00
01-07-2023,31-07-2023,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,410873.8164,0.00809908,0.012856224,419717.7566,0.000243148,0.012367896,227.679509,0.003461043,0.012286241,232.2216176,0.00609302,0.021818196,412303.0999,0.010264593,-0.127766014,476851.2933,0.011405592,-0.095059609,479235.3911,0.022047854,-0.209971465,869165.3361,-0.006980504,-0.186639198,2.222573634,-0.022123441,-0.107157548,36.28512728,-1,10,0.996495535,0.000283592,-0.009124674,0.330911737,0.001773474,-0.081834936,0.139237002,-0.002992676,-0.036147189,0.444270919,0.011380628,-0.002805058,,,16-12-2024 00:00
01-12-2022,31-12-2022,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,388480,-0.015090449,0.01295233,378918,-0.026197653,0.023726322,214,-0.017195175,0.016560493,215,-0.022951832,0.02500063,378454,0.000968126,-0.349100322,330860,-0.13994641,-0.299351561,269883,-0.27657136,-0.251611659,965104,-0.130043157,0.542784938,2.550119965,-0.384035706,1.474226479,45,7,20,0.981252587,-0.003779668,-0.024158033,0.229564893,-0.033407319,-0.201454545,0.139941215,-0.056854737,0.066932733,0.267458487,-0.049839646,-0.173800846,,,16-12-2024 14:09
01-11-2019,30-11-2019,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,297413.3727,0.005865863,0.053332542,310094.1315,0.007950656,0.039417773,160.6767635,0.008202753,0.046561866,165.7806777,0.008950043,0.031788606,518494.9493,0.012125891,0.046252966,617589.7912,0.018414108,0.087664705,598242.7909,-0.004794087,-0.017855999,1448318.381,-0.020036902,-0.058854974,2.83974012,-0.035687231,-0.330227855,43.16558192,-1,-2,0.985001741,0.000906188,0.001871564,0.2355712,0.003309448,0.009743562,0.129378412,-0.013496293,-0.016098318,0.348872634,-0.001871199,0.019948729,,,16-12-2024 00:00
01-12-2023,31-12-2023,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,416859.5249,0.005569118,0.036960716,427599.7346,0.00124696,0.03140108,232.1061054,0.010107886,0.049528563,237.8783528,0.007832989,0.045715429,399360.7059,-0.008978572,-0.026005336,467114.4076,0.02198577,-0.001151279,531432.7673,-0.007126444,0.068371666,1098363.565,0.031011056,-0.024232334,2.847027324,0.108899201,0.035969728,36.22348261,1,-2,0.991684935,-0.002099932,0.00479035,0.307199726,-0.013112395,0.030582317,0.162145121,-0.005846456,-0.004689633,0.408422966,-0.011056071,0.023941909,,,16-12-2024 00:00
01-07-2021,31-07-2021,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,377179.3352,0.015112788,0.18677769,377357.9775,0.011343348,0.140453259,205.4641647,0.008788869,0.237406314,206.2714724,0.009945938,0.14484444,577451.0574,0.00041977,0.004225081,639977.2721,0.002003087,-0.097132792,659021.9573,0.028118724,0.067107076,799480.5328,0.073918576,-0.239934306,1.46019076,0.088328921,-0.398500416,18.70239623,0,-25,1.018153253,-0.000834722,0.032267816,0.489624295,0.010163258,0.222966842,0.093879199,0.008236338,-0.005504962,0.559854095,0.000994271,0.127251173,,,16-12-2024 00:00
01-07-2019,31-07-2019,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,301905.9183,0.007796913,0.0473277,310994.0866,-0.001824412,0.024084613,151.2803746,0.000344928,0.035461413,155.6669526,0.001182892,0.02620574,411674.3652,-0.001068947,0.014420039,477479.3701,-0.012142453,0.019523977,475366.9358,-0.030079153,-0.026560409,1223517.427,-0.024922844,0.010509901,2.867479316,-0.102219871,-0.078881334,45.13087699,0,2,0.981185296,0.000930913,-0.001550661,0.229201772,-0.001822914,-0.020588563,0.149883678,-0.006341492,0.002337224,0.340985699,-0.001265741,-0.00376253,,,16-12-2024 00:00
01-03-2013,31-03-2013,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,166574.5974,0.016314715,0.152272801,178744.086,0.032681391,0.116565089,142.7749351,0.038175912,0.144289247,153.0326199,0.029111144,0.108287428,51759.42517,0.00940406,0.118510958,58612.17048,-0.016766991,0.049529813,60940.14617,-0.03218569,0.015027101,206965.5776,-0.006558997,-0.210006647,4.170640412,-0.229204161,-1.772999717,65.00976162,2,-28,0.971796479,-0.0019312,0.014902899,0.21967175,-0.013619223,0.052679922,0.051300206,-0.002482036,-0.017347521,0.198015666,-0.007654959,0.068291248,,,16-12-2024 00:00
01-05-2022,31-05-2022,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,433606.3955,-0.002054839,0.134080191,432627.9972,0.003261027,0.128249403,225.2467667,-0.00016624,0.166637659,220.4969643,0.000614186,0.127546262,396313.5019,-0.014157706,-0.105462173,441425.77,0.004695922,-0.107540758,481879.5377,0.019642827,0.025849123,672762.1045,0.07805067,0.239920869,1.804648821,0.168985807,0.483015793,23.22612036,2,1,1.024402788,-0.003101382,0.006491577,0.504641319,-0.027819034,0.023560925,0.126635588,0.017377679,0.045134264,0.531629103,-0.018236556,-0.022381828,,,16-12-2024 00:00
01-11-2012,30-11-2012,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,176782.3831,0.029245108,,179569.268,0.015787276,,112.8870891,0.030947455,,115.3712613,0.017892552,,34536.8583,0.05164745,,43368.73021,0.051223731,,41967.30291,0.027474441,,131368.3867,-0.005964764,,3.922914585,-0.132892394,,58.56237244,-2,,0.976650742,0.000909311,,0.224242716,0.005316855,,0.055590678,-0.000547741,,0.164026761,-0.005933908,,,,16-12-2024 00:00
01-01-2013,31-01-2013,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,199947.1287,-0.000456674,0.125181379,210675.3269,0.003360819,0.08891742,102.3030233,-0.000963068,0.111738928,107.7939638,0.009178448,0.077362997,338201.8734,0.025217024,0.098119722,391046.7564,-0.01318926,0.074679793,437732.705,0.023741212,-0.01908061,1465972.492,0.006375532,-0.159730416,4.422955402,-0.109114934,-1.407651823,67.9679366,-3,-15,0.974683516,0.000826268,0.011145157,0.239253761,0.006624175,0.038514115,0.060143895,-0.002457472,-0.007475786,0.173418547,0.006027603,0.054695308,,,16-12-2024 00:00
